"","KTF75971","KTG42667","KTF80371","XP_701004","KTG43125","XP_007247745","KTF97353","XP_009293494","ABU96278","KTF88034","KTF89044","XP_001921423","XP_012688340","XP_002666141","KTG37669","KTF74249","XP_009297479","KTG03373","XP_013122300","KTG09598","KTF82271","ADG85670","KTG44146","AGH09216","CI01000065_0369242","NP_001239578","XP_009289507","AHA37384","NP_956417","BAC82372","NP_001005594","KTG06651","KTG34840","KTG37166","KTF76318","NP_001139468","NP_001245159","XP_007228077","KTG47344","KTF81434","NP_001017635","KTG45207","NP_001129995-G0004","KTG39568","XP_003201439-02364","XP_009296026-02406","KTG43290","KTG01608","XP_007235958","NP_571306","XP_013867485","KTF87868","XP_009296026-02382","KTF95438","KTF91743","KTG44324","KTF74609","XP_005166855","AAI62793","CDQ63224","ACR81587","XP_003201439-00000","XP_009301775","NP_001030159","CAD59120","KPP74952","KTF82854","KTF93372","XP_009291933","NP_001002690","NP_956405","NP_001093494","XP_005726511","XP_005171226","NP_001239279","NP_001129995-G0004","NP_001009916","XP_002666778","KTF73021","XP_009296012","KTG07469","KTF93359","KTG20094","NP_001129995-00000","XP_005172319","BAJ07836","KTG05535","KTG42301","KTF78776","KTF91705","KTG36050","XP_008308691","XP_015231118","KTG45231","XP_002660657","NP_001307352","NP_957371","KTF79503","KTF83322","XP_001340891","XP_009289685","KTG06837","KTG05056","XP_009301404","XP_009300071","CI01000330_0008172","XP_007232452","KTF81145","KTF81003","KTG40316","KTG06249","ACZ06879","KTG03061","ADK26459","KTG37605","CAE18459","KTG39162","AAI63537","XP_005157538","CAG02846","KKF10462","KTG30376","BAE79361","XP_005165403","XP_009298271","XP_012692113","KKF19913","XP_009298521","NP_571222","KTG04453","NP_571590","XP_009295759"
"XP_002660657",0.032326,0.16579,0.12576,0.37191,0.30575,0.29066,0.05692,0.041963,0.031724,0.027304,0.027237,0.027236,0.027236,0.50048,0.63704,0.9443,0.62279,0.75564,0.80307,2.7074e-07,1.7849e-05,0.00014866,0.00045815,4.3794e-09,1.1473e-05,4.9544e-07,1.1752e-07,0.0049441,0.0035537,0.00073664,0.00075147,0.0020239,0.0013836,0.0010971,0.036917,0.024147,0.029093,0.01005,0.018441,0.11155,0.20788,0.27326,0.36309,0.42766,0.47131,0.69089,0.7108,0.58662,0.56505,0.56641,0.5726,0.58452,0.58916,0.54517,0.54503,0.54581,0.55782,0.52544,0.55025,0.54879,0.54895,0.54887,0.54887,0.54887,0.54887,0.54887,0.54887,0.54962,0.54991,0.55662,0.55846,0.55229,0.53351,0.54807,0.54814,0.95248,0.90365,0.55012,0.49951,0.6682,0.72977,0.2614,0.21579,0.23663,0.086829,0.085784,0.071701,0.077196,0.072991,0.078693,0.11239,0.11556,0.16406,0.15365,NA,5.6336e-08,6.7944e-09,4.2715e-08,0.00018426,9.0624e-05,0.00012978,0.00011869,0.00014774,7.4694e-05,5.5872e-05,5.5808e-05,5.5807e-05,5.5807e-05,5.5807e-05,5.5807e-05,0.00022017,6.3198e-05,0.00047856,0.00093901,0.0010706,0.0011909,0.0038096,0.0015818,0.0017751,0.050945,0.027353,0.03947,0.0037942,0.0036127,0.0035879,0.0071568,0.011481,0.033376,0.01645,0.017168,0.014397,0.03101
"NP_001307352",0.058869,0.24743,0.19198,0.49513,0.42311,0.40479,0.034176,0.022895,0.015686,0.012746,0.012703,0.012702,0.012702,0.36829,0.48748,0.77283,0.78129,0.9257,0.96902,1.365e-11,5.6969e-07,0.00060331,0.0019029,4.458e-08,5.2772e-05,6.764e-06,2.5238e-06,0.01147,0.008671,0.0022695,0.0024696,0.0053556,0.0038612,0.0031801,0.066134,0.045794,0.053382,0.02126,0.035901,0.17333,0.30172,0.3835,0.4916,0.56683,0.61672,0.85752,0.87859,0.71065,0.70763,0.7056,0.70693,0.74284,0.74787,0.70497,0.70595,0.70723,0.70703,0.67752,0.70363,0.70359,0.70359,0.70359,0.70359,0.70359,0.70359,0.70359,0.70359,0.7036,0.7036,0.70406,0.70457,0.71794,0.7118,0.71361,0.71511,0.78086,0.73156,0.41115,0.36773,0.51532,0.57409,0.17425,0.1398,0.15546,0.04897,0.045615,0.039241,0.042743,0.037352,0.045646,0.065961,0.068114,0.10202,0.094918,5.6336e-08,NA,1.1589e-08,2.9083e-06,0.00058969,0.00036771,0.00046512,0.00043839,0.00050732,0.00032514,0.00027156,0.00027138,0.00027137,0.00027137,0.00027137,0.00027137,2.5706e-05,6.987e-06,8.4669e-05,0.00020704,0.00024509,0.00028431,0.0011902,0.00040278,0.00046654,0.028363,0.013196,0.021957,0.0012024,0.0011273,0.0011397,0.0026075,0.0051193,0.015748,0.007229,0.0087057,0.0096753,0.015183
"NP_957371",0.057793,0.24286,0.19083,0.48747,0.4159,0.39784,0.036456,0.024745,0.017189,0.014082,0.014036,0.014036,0.014036,0.37905,0.49907,0.78549,0.77054,0.91381,0.95733,4.1662e-08,3.2197e-06,0.00045105,0.00090858,2.4392e-07,6.5374e-05,9.4997e-06,3.7481e-06,0.011387,0.0085873,0.002297,0.0022712,0.0053352,0.0038786,0.0031949,0.06491,0.044769,0.052729,0.020939,0.035448,0.17115,0.29638,0.37686,0.48349,0.55786,0.60722,0.84601,0.86698,0.73796,0.71153,0.71528,0.72244,0.73216,0.73716,0.68694,0.68584,0.68572,0.70225,0.66749,0.69511,0.69316,0.69338,0.69327,0.69327,0.69327,0.69327,0.69327,0.69327,0.69428,0.69468,0.7034,0.70542,0.68461,0.66474,0.68289,0.68159,0.79338,0.74697,0.42208,0.37813,0.52711,0.58244,0.18156,0.14619,0.16222,0.0523,0.053239,0.042119,0.045789,0.044444,0.047193,0.069999,0.072235,0.10728,0.099525,6.7944e-09,1.1589e-08,NA,2.2699e-06,0.00062157,0.00039097,0.00049234,0.00046455,0.00053617,0.00034656,0.00029054,0.00029034,0.00029034,0.00029034,0.00029034,0.00029034,5.2873e-05,8.6863e-06,0.00012414,0.00027753,0.00032462,0.00036659,0.0017804,0.00051636,0.00059268,0.028464,0.014157,0.02161,0.0014431,0.0013652,0.0013435,0.0030174,0.0056744,0.019492,0.008024,0.0081174,0.0071402,0.019744
"KTF79503",0.013376,0.093454,0.06715,0.24836,0.19239,0.18123,0.097228,0.077946,0.063952,0.057627,0.05753,0.057528,0.057528,0.68275,0.83502,0.84686,0.45057,0.5641,0.61346,7.2767e-06,0.00013855,3.5997e-05,0.00023518,2.1467e-08,1.0093e-06,4.0574e-10,4.479e-11,0.0013349,0.0008812,0.00011236,0.00012599,0.00042759,0.0002601,0.00019164,0.015688,0.0094249,0.011773,0.0032298,0.0067788,0.058658,0.12201,0.16849,0.23573,0.28611,0.32106,0.50654,0.52411,0.41285,0.39776,0.39654,0.40131,0.41476,0.41874,0.38405,0.38492,0.38658,0.39312,0.36532,0.3856,0.38475,0.38484,0.3848,0.3848,0.3848,0.3848,0.3848,0.3848,0.38522,0.38539,0.38958,0.3911,0.40061,0.38406,0.39402,0.39552,0.83877,0.88805,0.73905,0.68176,0.86874,0.93545,0.39458,0.33527,0.36263,0.15428,0.1486,0.13104,0.13956,0.12928,0.14084,0.19227,0.19689,0.26551,0.2513,4.2715e-08,2.9083e-06,2.2699e-06,NA,3.0773e-05,8.0288e-06,1.6334e-05,1.3779e-05,2.0769e-05,5.3002e-06,2.6849e-06,2.6773e-06,2.6771e-06,2.6771e-06,2.6771e-06,2.6771e-06,0.0010553,0.00045385,0.0020438,0.0035208,0.0039145,0.0042811,0.0095433,0.0053741,0.0058989,0.098326,0.057566,0.078218,0.011037,0.010585,0.010583,0.018711,0.026023,0.06305,0.037063,0.039548,0.032209,0.054416
"KTF83322",0.0025758,0.030102,0.019308,0.13018,0.074068,0.069005,0.23412,0.20906,0.18952,0.18019,0.18005,0.18005,0.18005,0.94756,0.79789,0.50953,0.23938,0.29636,0.39378,0.00083343,0.0034189,8.1354e-05,0.00054206,0.0001155,2.6259e-05,1.6569e-05,2.7494e-05,0.00015569,9.76e-05,1.2655e-05,1.9887e-05,4.429e-05,2.6749e-05,2.0146e-05,0.0031439,0.0016742,0.0021907,0.00044643,0.0011018,0.016606,0.041539,0.062567,0.095303,0.12295,0.14256,0.25737,0.26818,0.19267,0.18721,0.18359,0.18596,0.19835,0.20093,0.18247,0.18422,0.1865,0.18614,0.16752,0.18011,0.18005,0.18005,0.18005,0.18005,0.18005,0.18005,0.18005,0.18005,0.18006,0.18007,0.18088,0.18177,0.2062,0.19478,0.19811,0.2009,0.50426,0.54483,0.88848,0.94609,0.75776,0.69641,0.71694,0.63878,0.67553,0.36475,0.35975,0.32522,0.33992,0.31035,0.33034,0.42867,0.43543,0.54064,0.52028,0.00018426,0.00058969,0.00062157,3.0773e-05,NA,1.2501e-07,5.1612e-08,0.00013791,0.00021475,2.8234e-05,2.505e-06,3.1221e-06,3.0548e-06,3.0548e-06,3.0548e-06,3.0548e-06,0.011419,0.0072645,0.018416,0.026265,0.02815,0.029952,0.058414,0.034711,0.035781,0.25,0.18208,0.25456,0.056683,0.054948,0.055646,0.081674,0.13278,0.19168,0.11264,0.12101,0.08006,0.11206
"XP_001340891",0.0019509,0.026945,0.017064,0.11548,0.069554,0.064549,0.22773,0.20276,0.18333,0.17407,0.17392,0.17392,0.17392,0.94691,0.79224,0.50414,0.22993,0.28992,0.36182,0.00054871,0.0026628,3.159e-05,0.00033324,5.0068e-05,6.3154e-06,3.0364e-06,6.7742e-06,7.3345e-05,4.0202e-05,1.921e-06,4.0873e-06,1.3662e-05,6.4965e-06,4.1728e-06,0.0024291,0.0012091,0.0016311,0.0002652,0.00075465,0.01455,0.038116,0.058383,0.09044,0.11745,0.13679,0.25093,0.26234,0.18646,0.18104,0.17744,0.1798,0.19214,0.19467,0.17633,0.17806,0.18033,0.17997,0.16169,0.17399,0.17392,0.17392,0.17392,0.17392,0.17392,0.17392,0.17392,0.17392,0.17393,0.17394,0.17475,0.17563,0.19991,0.18856,0.19187,0.19464,0.49901,0.53974,0.88728,0.94596,0.75553,0.69281,0.71432,0.63458,0.67172,0.35919,0.3506,0.31883,0.33382,0.30501,0.31529,0.42272,0.42994,0.53552,0.51498,9.0624e-05,0.00036771,0.00039097,8.0288e-06,1.2501e-07,NA,7.37e-11,1.0796e-05,1.9655e-05,4.6545e-06,6.7045e-08,9.429e-08,9.0002e-08,9.0002e-08,9.0002e-08,9.0002e-08,0.0099897,0.006215,0.01623,0.023589,0.025397,0.027074,0.045451,0.031642,0.032872,0.25381,0.16696,0.23495,0.052639,0.051013,0.051402,0.076894,0.10265,0.16682,0.11157,0.12773,0.096839,0.13364
"XP_009289685",0.0022359,0.028367,0.018118,0.12281,0.071698,0.066722,0.23079,0.20577,0.18628,0.17699,0.17685,0.17685,0.17685,0.94722,0.7942,0.50672,0.23708,0.293,0.37638,0.00067501,0.0030094,5.1393e-05,0.00042462,7.6719e-05,1.3468e-05,7.6042e-06,1.4245e-05,0.00010747,6.333e-05,5.3937e-06,9.5593e-06,2.5263e-05,1.3776e-05,9.7145e-06,0.0027563,0.0014192,0.0018854,0.00034395,0.00090985,0.015514,0.039735,0.060368,0.092647,0.12007,0.13954,0.25401,0.26528,0.18943,0.18399,0.18038,0.18274,0.19512,0.19766,0.17926,0.181,0.18327,0.18292,0.16434,0.17691,0.17685,0.17685,0.17685,0.17685,0.17685,0.17685,0.17685,0.17685,0.17686,0.17687,0.17767,0.17856,0.20291,0.19153,0.19485,0.19763,0.50212,0.54218,0.8879,0.94564,0.75612,0.69454,0.71604,0.63659,0.67355,0.36202,0.35773,0.32189,0.3368,0.30782,0.31297,0.42557,0.43267,0.53797,0.51752,0.00012978,0.00046512,0.00049234,1.6334e-05,5.1612e-08,7.37e-11,NA,3.2046e-05,5.2756e-05,1.6491e-05,6.0367e-07,7.7986e-07,7.5368e-07,7.5368e-07,7.5368e-07,7.5368e-07,0.010711,0.0067511,0.017256,0.02485,0.026713,0.028431,0.049332,0.033116,0.034062,0.25437,0.16833,0.24546,0.054544,0.052878,0.053344,0.079149,0.11088,0.16986,0.1097,0.12737,0.093704,0.13264
"KTG06837",0.0021596,0.027466,0.017848,0.093712,0.07114,0.065643,0.22999,0.20499,0.18552,0.17624,0.17609,0.17609,0.17609,0.94714,0.78755,0.50606,0.21426,0.2922,0.3018,0.00064059,0.002917,4.5611e-05,0.00039949,6.9049e-05,1.1245e-05,6.1331e-06,1.193e-05,9.7758e-05,5.663e-05,4.2477e-06,7.823e-06,2.1772e-05,1.1516e-05,7.9578e-06,0.0026689,0.0013626,0.0018172,0.0003222,0.00086777,0.015261,0.039312,0.05985,0.093033,0.11939,0.13883,0.25321,0.2657,0.18866,0.18322,0.17962,0.18198,0.19442,0.19688,0.1785,0.18024,0.18251,0.18216,0.16486,0.17615,0.17609,0.17609,0.17609,0.17609,0.17609,0.17609,0.17609,0.17609,0.1761,0.17611,0.17691,0.1778,0.20214,0.19076,0.19407,0.19686,0.49909,0.54155,0.88807,0.94907,0.76026,0.69409,0.71569,0.63607,0.67307,0.36266,0.33476,0.3211,0.33654,0.3092,0.33201,0.42483,0.43277,0.53734,0.51686,0.00011869,0.00043839,0.00046455,1.3779e-05,0.00013791,1.0796e-05,3.2046e-05,NA,1.0831e-12,2.2669e-07,6.076e-07,4.7775e-07,4.8655e-07,4.8655e-07,4.8655e-07,4.8655e-07,0.010952,0.006996,0.016987,0.024519,0.026372,0.028076,0.033333,0.032765,0.035426,0.27454,0.16803,0.19978,0.053951,0.052392,0.052283,0.078423,0.068798,0.15435,0.13567,0.15291,0.14454,0.17636
"KTG05056",0.0023537,0.028294,0.018546,0.09343,0.07254,0.066968,0.23198,0.20694,0.18744,0.17814,0.17799,0.17799,0.17799,0.94734,0.78772,0.50772,0.21519,0.2942,0.29858,0.00072902,0.0031518,6.1009e-05,0.00046434,8.9321e-05,1.7363e-05,1.0257e-05,1.829e-05,0.00012329,7.4402e-05,7.5014e-06,1.2652e-05,3.1216e-05,1.7731e-05,1.2841e-05,0.0028909,0.0015071,0.001991,0.00037848,0.00097558,0.015899,0.040375,0.061149,0.094647,0.12109,0.14062,0.25521,0.26783,0.19059,0.18514,0.18153,0.18389,0.19636,0.19883,0.18041,0.18215,0.18442,0.18407,0.1668,0.17805,0.17799,0.17799,0.17799,0.17799,0.17799,0.17799,0.17799,0.17799,0.178,0.17801,0.17881,0.17971,0.20409,0.19269,0.19601,0.1988,0.50073,0.54313,0.88852,0.94944,0.76137,0.69521,0.71683,0.63737,0.67426,0.36474,0.3357,0.32308,0.33857,0.3114,0.3334,0.42668,0.43469,0.53893,0.51851,0.00014774,0.00050732,0.00053617,2.0769e-05,0.00021475,1.9655e-05,5.2756e-05,1.0831e-12,NA,5.7901e-07,1.6114e-06,1.3088e-06,1.3296e-06,1.3296e-06,1.3296e-06,1.3296e-06,0.011525,0.0074409,0.017665,0.02535,0.02724,0.028969,0.032965,0.033741,0.036526,0.27865,0.16872,0.19885,0.055179,0.053613,0.053446,0.079868,0.066712,0.15342,0.13896,0.1575,0.15217,0.18435
"XP_009301404",0.0018194,0.026063,0.016559,0.094744,0.068505,0.063068,0.22622,0.20128,0.18187,0.17263,0.17248,0.17248,0.17248,0.94676,0.78891,0.50286,0.20871,0.2884,0.31217,0.00049265,0.0025015,2.4119e-05,0.00029348,3.9649e-05,4.0349e-06,1.7252e-06,4.3707e-06,5.9645e-05,3.1307e-05,9.9803e-07,2.4439e-06,9.6157e-06,4.1672e-06,2.5035e-06,0.0022772,0.0011133,0.0015142,0.00023127,0.00068498,0.014087,0.037329,0.057413,0.090149,0.11616,0.13544,0.24941,0.26134,0.185,0.17958,0.176,0.17835,0.19071,0.1932,0.17489,0.17662,0.17887,0.17852,0.16139,0.17255,0.17248,0.17248,0.17248,0.17248,0.17248,0.17248,0.17248,0.17248,0.17249,0.1725,0.1733,0.17419,0.19843,0.18709,0.1904,0.19317,0.49494,0.53854,0.8871,0.94891,0.75884,0.69196,0.71262,0.63358,0.67081,0.35831,0.32886,0.31731,0.33254,0.30442,0.34707,0.42131,0.4289,0.5343,0.51372,7.4694e-05,0.00032514,0.00034656,5.3002e-06,2.8234e-05,4.6545e-06,1.6491e-05,2.2669e-07,5.7901e-07,NA,1.9662e-08,1.2928e-08,1.3747e-08,1.3747e-08,1.3747e-08,1.3747e-08,0.0097983,0.0060964,0.015737,0.022979,0.024728,0.026416,0.037847,0.030902,0.033654,0.26119,0.17772,0.20138,0.051674,0.050103,0.050249,0.075739,0.083091,0.17265,0.13328,0.13735,0.11649,0.13957
"XP_009300071",0.0016458,0.025267,0.015864,0.10158,0.067054,0.06188,0.22412,0.19921,0.17984,0.17062,0.17048,0.17048,0.17048,0.94654,0.7893,0.50108,0.21549,0.28627,0.33145,0.00042111,0.0022873,1.5894e-05,0.00024361,2.7781e-05,1.918e-06,6.4291e-07,2.1181e-06,4.3655e-05,2.1331e-05,3.0336e-07,1.0157e-06,5.4898e-06,1.9965e-06,1.0478e-06,0.0020758,0.00098839,0.0013606,0.00018909,0.00059522,0.013455,0.036245,0.056074,0.088123,0.11437,0.13356,0.24729,0.25898,0.18297,0.17756,0.17398,0.17633,0.18864,0.19115,0.17288,0.1746,0.17685,0.1765,0.15891,0.17055,0.17048,0.17048,0.17048,0.17048,0.17048,0.17048,0.17048,0.17048,0.17049,0.1705,0.1713,0.17218,0.19637,0.18506,0.18835,0.19112,0.49441,0.53685,0.88659,0.94728,0.75606,0.69077,0.71192,0.63218,0.66954,0.35596,0.33592,0.3152,0.33034,0.30189,0.32946,0.41934,0.42678,0.5326,0.51197,5.5872e-05,0.00027156,0.00029054,2.6849e-06,2.505e-06,6.7045e-08,6.0367e-07,6.076e-07,1.6114e-06,1.9662e-08,NA,0,0,0,0,0,0.0092122,0.0056487,0.015063,0.022144,0.023874,0.025514,0.039638,0.029932,0.031944,0.25507,0.17,0.21351,0.050419,0.048848,0.049098,0.07425,0.089372,0.16715,0.12067,0.13053,0.10513,0.13459
"CI01000330_0008172",0.0016451,0.025252,0.015861,0.10094,0.067049,0.061862,0.22411,0.1992,0.17984,0.17062,0.17047,0.17047,0.17047,0.94654,0.78916,0.50107,0.21496,0.28626,0.32978,0.00042086,0.0022865,1.5867e-05,0.00024343,2.7742e-05,1.912e-06,6.4014e-07,2.1117e-06,4.3602e-05,2.1299e-05,3.0174e-07,1.0119e-06,5.4772e-06,1.9903e-06,1.0439e-06,0.0020751,0.00098794,0.00136,0.00018894,0.0005949,0.013453,0.036241,0.056069,0.08814,0.11436,0.13356,0.24728,0.259,0.18296,0.17755,0.17398,0.17632,0.18864,0.19114,0.17287,0.17459,0.17685,0.1765,0.15893,0.17054,0.17047,0.17047,0.17047,0.17047,0.17047,0.17047,0.17047,0.17047,0.17048,0.17049,0.17129,0.17217,0.19636,0.18505,0.18834,0.19111,0.49434,0.53684,0.88659,0.94737,0.75616,0.69076,0.71191,0.63218,0.66953,0.35599,0.33539,0.31519,0.33035,0.30193,0.33001,0.41933,0.42679,0.53259,0.51196,5.5808e-05,0.00027138,0.00029034,2.6773e-06,3.1221e-06,9.429e-08,7.7986e-07,4.7775e-07,1.3088e-06,1.2928e-08,0,NA,0,0,0,0,0.009219,0.005655,0.015061,0.02214,0.02387,0.025511,0.039303,0.029929,0.03198,0.25551,0.17006,0.21249,0.050412,0.048843,0.049081,0.074242,0.08846,0.16689,0.1213,0.13108,0.10618,0.13543
"XP_007232452",0.0016451,0.025253,0.015861,0.10101,0.067048,0.061864,0.22411,0.1992,0.17984,0.17062,0.17047,0.17047,0.17047,0.94654,0.78917,0.50107,0.21503,0.28626,0.32996,0.00042085,0.0022865,1.5867e-05,0.00024343,2.7741e-05,1.9119e-06,6.4009e-07,2.1116e-06,4.36e-05,2.1298e-05,3.0171e-07,1.0118e-06,5.4769e-06,1.9902e-06,1.0438e-06,0.002075,0.00098793,0.00136,0.00018894,0.00059489,0.013453,0.036241,0.056069,0.088137,0.11436,0.13356,0.24728,0.259,0.18296,0.17755,0.17398,0.17632,0.18864,0.19114,0.17287,0.17459,0.17685,0.1765,0.15893,0.17054,0.17047,0.17047,0.17047,0.17047,0.17047,0.17047,0.17047,0.17047,0.17048,0.17049,0.17129,0.17217,0.19636,0.18505,0.18834,0.19111,0.49436,0.53684,0.88659,0.94735,0.75615,0.69076,0.71191,0.63218,0.66953,0.35598,0.33547,0.31519,0.33035,0.30192,0.32988,0.41933,0.42679,0.53259,0.51196,5.5807e-05,0.00027137,0.00029034,2.6771e-06,3.0548e-06,9.0002e-08,7.5368e-07,4.8655e-07,1.3296e-06,1.3747e-08,0,0,NA,0,0,0,0.0092183,0.0056544,0.015061,0.02214,0.02387,0.025511,0.039328,0.029929,0.031975,0.25548,0.17002,0.21261,0.050412,0.048843,0.049082,0.074242,0.088528,0.16686,0.12121,0.13103,0.1061,0.1354
"KTF81145",0.0016451,0.025253,0.015861,0.10101,0.067048,0.061864,0.22411,0.1992,0.17984,0.17062,0.17047,0.17047,0.17047,0.94654,0.78917,0.50107,0.21503,0.28626,0.32996,0.00042085,0.0022865,1.5867e-05,0.00024343,2.7741e-05,1.9119e-06,6.4009e-07,2.1116e-06,4.36e-05,2.1298e-05,3.0171e-07,1.0118e-06,5.4769e-06,1.9902e-06,1.0438e-06,0.002075,0.00098793,0.00136,0.00018894,0.00059489,0.013453,0.036241,0.056069,0.088137,0.11436,0.13356,0.24728,0.259,0.18296,0.17755,0.17398,0.17632,0.18864,0.19114,0.17287,0.17459,0.17685,0.1765,0.15893,0.17054,0.17047,0.17047,0.17047,0.17047,0.17047,0.17047,0.17047,0.17047,0.17048,0.17049,0.17129,0.17217,0.19636,0.18505,0.18834,0.19111,0.49436,0.53684,0.88659,0.94735,0.75615,0.69076,0.71191,0.63218,0.66953,0.35598,0.33547,0.31519,0.33035,0.30192,0.32988,0.41933,0.42679,0.53259,0.51196,5.5807e-05,0.00027137,0.00029034,2.6771e-06,3.0548e-06,9.0002e-08,7.5368e-07,4.8655e-07,1.3296e-06,1.3747e-08,0,0,0,NA,0,0,0.0092183,0.0056544,0.015061,0.02214,0.02387,0.025511,0.039328,0.029929,0.031975,0.25548,0.17002,0.21261,0.050412,0.048843,0.049082,0.074242,0.088528,0.16686,0.12121,0.13103,0.1061,0.1354
"KTF81003",0.0016451,0.025253,0.015861,0.10101,0.067048,0.061864,0.22411,0.1992,0.17984,0.17062,0.17047,0.17047,0.17047,0.94654,0.78917,0.50107,0.21503,0.28626,0.32996,0.00042085,0.0022865,1.5867e-05,0.00024343,2.7741e-05,1.9119e-06,6.4009e-07,2.1116e-06,4.36e-05,2.1298e-05,3.0171e-07,1.0118e-06,5.4769e-06,1.9902e-06,1.0438e-06,0.002075,0.00098793,0.00136,0.00018894,0.00059489,0.013453,0.036241,0.056069,0.088137,0.11436,0.13356,0.24728,0.259,0.18296,0.17755,0.17398,0.17632,0.18864,0.19114,0.17287,0.17459,0.17685,0.1765,0.15893,0.17054,0.17047,0.17047,0.17047,0.17047,0.17047,0.17047,0.17047,0.17047,0.17048,0.17049,0.17129,0.17217,0.19636,0.18505,0.18834,0.19111,0.49436,0.53684,0.88659,0.94735,0.75615,0.69076,0.71191,0.63218,0.66953,0.35598,0.33547,0.31519,0.33035,0.30192,0.32988,0.41933,0.42679,0.53259,0.51196,5.5807e-05,0.00027137,0.00029034,2.6771e-06,3.0548e-06,9.0002e-08,7.5368e-07,4.8655e-07,1.3296e-06,1.3747e-08,0,0,0,0,NA,0,0.0092183,0.0056544,0.015061,0.02214,0.02387,0.025511,0.039328,0.029929,0.031975,0.25548,0.17002,0.21261,0.050412,0.048843,0.049082,0.074242,0.088528,0.16686,0.12121,0.13103,0.1061,0.1354
"KTG40316",0.0016451,0.025253,0.015861,0.10101,0.067048,0.061864,0.22411,0.1992,0.17984,0.17062,0.17047,0.17047,0.17047,0.94654,0.78917,0.50107,0.21503,0.28626,0.32996,0.00042085,0.0022865,1.5867e-05,0.00024343,2.7741e-05,1.9119e-06,6.4009e-07,2.1116e-06,4.36e-05,2.1298e-05,3.0171e-07,1.0118e-06,5.4769e-06,1.9902e-06,1.0438e-06,0.002075,0.00098793,0.00136,0.00018894,0.00059489,0.013453,0.036241,0.056069,0.088137,0.11436,0.13356,0.24728,0.259,0.18296,0.17755,0.17398,0.17632,0.18864,0.19114,0.17287,0.17459,0.17685,0.1765,0.15893,0.17054,0.17047,0.17047,0.17047,0.17047,0.17047,0.17047,0.17047,0.17047,0.17048,0.17049,0.17129,0.17217,0.19636,0.18505,0.18834,0.19111,0.49436,0.53684,0.88659,0.94735,0.75615,0.69076,0.71191,0.63218,0.66953,0.35598,0.33547,0.31519,0.33035,0.30192,0.32988,0.41933,0.42679,0.53259,0.51196,5.5807e-05,0.00027137,0.00029034,2.6771e-06,3.0548e-06,9.0002e-08,7.5368e-07,4.8655e-07,1.3296e-06,1.3747e-08,0,0,0,0,0,NA,0.0092183,0.0056544,0.015061,0.02214,0.02387,0.025511,0.039328,0.029929,0.031975,0.25548,0.17002,0.21261,0.050412,0.048843,0.049082,0.074242,0.088528,0.16686,0.12121,0.13103,0.1061,0.1354
"KTG06249",0.25095,0.64226,0.54314,0.97406,0.90326,0.87864,0.0061356,0.0025205,0.00094355,0.00050475,0.00049926,0.00049917,0.00049917,0.10583,0.16215,0.33077,0.70074,0.56078,0.53647,1.3083e-05,3.3515e-07,0.011061,0.018985,0.00025271,0.0031287,0.001499,0.00099925,0.086565,0.072474,0.031511,0.032877,0.053512,0.043625,0.03872,0.2709,0.21299,0.23486,0.12896,0.18125,0.50692,0.72936,0.84927,0.99131,0.91846,0.86204,0.62095,0.6021,0.78926,0.77803,0.77866,0.7819,0.72982,0.72496,0.76759,0.76755,0.76801,0.77426,0.79662,0.77019,0.76943,0.76951,0.76947,0.76947,0.76947,0.76947,0.76947,0.76947,0.76986,0.77001,0.77352,0.7745,0.7718,0.76173,0.76943,0.76953,0.33622,0.30285,0.12517,0.10569,0.17672,0.20948,0.033976,0.024279,0.028566,0.0047196,0.0042383,0.0033096,0.0037972,0.0029575,0.0049615,0.0075735,0.0079627,0.014957,0.01342,0.00022017,2.5706e-05,5.2873e-05,0.0010553,0.011419,0.0099897,0.010711,0.010952,0.011525,0.0097983,0.0092122,0.009219,0.0092183,0.0092183,0.0092183,0.0092183,NA,1.0584e-08,9.2065e-10,3.4696e-08,6.0563e-08,1.0558e-07,3.2964e-05,2.7578e-07,4.227e-07,0.0023089,0.00062724,0.0019426,4.6678e-06,3.9607e-06,4.3542e-06,2.5349e-05,0.0002937,0.001207,0.00022192,0.00039566,0.0014352,0.001845
