"","KTF75971","KTG42667","KTF80371","XP_701004","KTG43125","XP_007247745","KTF97353","XP_009293494","ABU96278","KTF88034","KTF89044","XP_001921423","XP_012688340","XP_002666141","KTG37669","KTF74249","XP_009297479","KTG03373","XP_013122300","KTG09598","KTF82271","ADG85670","KTG44146","AGH09216","CI01000065_0369242","NP_001239578","XP_009289507","AHA37384","NP_956417","BAC82372","NP_001005594","KTG06651","KTG34840","KTG37166","KTF76318","NP_001139468","NP_001245159","XP_007228077","KTG47344","KTF81434","NP_001017635","KTG45207","NP_001129995-G0004","KTG39568","XP_003201439-02364","XP_009296026-02406","KTG43290","KTG01608","XP_007235958","NP_571306","XP_013867485","KTF87868","XP_009296026-02382","KTF95438","KTF91743","KTG44324","KTF74609","XP_005166855","AAI62793","CDQ63224","ACR81587","XP_003201439-00000","XP_009301775","NP_001030159","CAD59120","KPP74952","KTF82854","KTF93372","XP_009291933","NP_001002690","NP_956405","NP_001093494","XP_005726511","XP_005171226","NP_001239279","NP_001129995-G0004","NP_001009916","XP_002666778","KTF73021","XP_009296012","KTG07469","KTF93359","KTG20094","NP_001129995-00000","XP_005172319","BAJ07836","KTG05535","KTG42301","KTF78776","KTF91705","KTG36050","XP_008308691","XP_015231118","KTG45231","XP_002660657","NP_001307352","NP_957371","KTF79503","KTF83322","XP_001340891","XP_009289685","KTG06837","KTG05056","XP_009301404","XP_009300071","CI01000330_0008172","XP_007232452","KTF81145","KTF81003","KTG40316","KTG06249","ACZ06879","KTG03061","ADK26459","KTG37605","CAE18459","KTG39162","AAI63537","XP_005157538","CAG02846","KKF10462","KTG30376","BAE79361","XP_005165403","XP_009298271","XP_012692113","KKF19913","XP_009298521","NP_571222","KTG04453","NP_571590","XP_009295759"
"XP_003201439-02364",0.0021379,1.7046e-05,6.7286e-05,7.4152e-05,8.0432e-08,1.627e-07,0.26949,0.24395,0.22402,0.21396,0.21386,0.21385,0.21385,0.0032583,0.0011691,7.1585e-05,4.9447e-06,7.2915e-07,8.4555e-05,0.66191,0.87999,0.17056,0.18798,0.43747,0.24209,0.28273,0.31896,0.018501,0.02361,0.057048,0.058721,0.033871,0.042022,0.047294,0.001697,0.0033547,0.0026016,0.0097893,0.004924,0.00014008,4.0627e-06,3.4238e-07,3.1083e-09,3.9579e-12,NA,1.3793e-07,2.4425e-07,8.7752e-06,1.4003e-06,1.5687e-07,7.624e-07,1.7743e-09,3.5067e-09,5.1517e-08,2.5606e-07,1.0002e-06,8.3646e-07,1.4083e-11,2.1125e-10,1.409e-10,1.4067e-10,1.4056e-10,1.4056e-10,1.4056e-10,1.4056e-10,1.4056e-10,1.4056e-10,1.4899e-10,1.6026e-10,3.5285e-09,2.0227e-08,9.4594e-05,1.4518e-05,2.8267e-05,4.5235e-05,6.5505e-05,0.00011381,0.0022573,0.0032752,0.00091336,0.00054598,0.018598,0.02654,0.022497,0.087844,0.10252,0.10542,0.098462,0.11697,0.11055,0.066596,0.064481,0.040899,0.044705,0.47131,0.61672,0.60722,0.32106,0.14256,0.13679,0.13954,0.13883,0.14062,0.13544,0.13356,0.13356,0.13356,0.13356,0.13356,0.13356,0.86204,0.95805,0.7579,0.67311,0.65619,0.64124,0.60264,0.60472,0.58999,0.14951,0.22193,0.19745,0.48395,0.4913,0.49029,0.39432,0.40875,0.26646,0.2973,0.28768,0.43151,0.38585
"XP_009296026-02406",0.0088718,0.00027328,0.00068789,0.00021072,1.3066e-05,1.8412e-05,0.16091,0.13778,0.12023,0.11202,0.1119,0.1119,0.1119,0.00057483,0.0001419,1.9653e-06,3.288e-06,1.456e-11,2.584e-05,0.90695,0.86685,0.2961,0.31392,0.65117,0.40027,0.45692,0.50407,0.049197,0.059904,0.12308,0.12549,0.080385,0.09586,0.10555,0.0074203,0.012606,0.010328,0.029463,0.017052,0.0010925,0.00011048,2.7053e-05,3.3123e-06,5.6228e-07,1.3793e-07,NA,1.3767e-14,1.1291e-05,2.1364e-06,3.3537e-07,1.2556e-06,6.4354e-10,8.1579e-10,1.4139e-07,4.9948e-07,1.5895e-06,1.3605e-06,1.6654e-08,6.1481e-09,5.2988e-09,5.2957e-09,5.2942e-09,5.2942e-09,5.2942e-09,5.2942e-09,5.2942e-09,5.2942e-09,5.4051e-09,5.5488e-09,2.3687e-08,7.2081e-08,0.00010718,1.8053e-05,3.382e-05,5.2872e-05,1.6936e-06,4.2992e-06,0.0003506,0.00057881,0.00010014,4.8291e-05,0.0054939,0.008589,0.0069814,0.037762,0.046281,0.047208,0.043425,0.054124,0.051302,0.026878,0.025832,0.01472,0.016437,0.69089,0.85752,0.84601,0.50654,0.25737,0.25093,0.25401,0.25321,0.25521,0.24941,0.24729,0.24728,0.24728,0.24728,0.24728,0.24728,0.62095,0.7096,0.52832,0.45581,0.44164,0.42921,0.40315,0.39918,0.38723,0.073424,0.11783,0.10427,0.30339,0.30906,0.30828,0.23604,0.25212,0.15145,0.16843,0.16258,0.27616,0.24378
"KTG43290",0.0098471,0.00033073,0.00080842,0.00022571,1.7537e-05,2.4371e-05,0.15137,0.13153,0.11335,0.10549,0.10536,0.10536,0.10536,0.00048536,0.0001153,1.3123e-06,3.6956e-06,1.4311e-12,2.3988e-05,0.92817,0.84617,0.30918,0.32721,0.67069,0.41653,0.47362,0.52161,0.052944,0.064208,0.1304,0.13325,0.085757,0.102,0.1121,0.0082651,0.013898,0.011442,0.031977,0.018693,0.0012559,0.00013706,3.5315e-05,4.7346e-06,8.9674e-07,2.4425e-07,1.3767e-14,NA,1.2532e-05,2.5238e-06,4.4843e-07,1.5321e-06,2.1217e-09,2.216e-09,2.0807e-07,6.5742e-07,1.9413e-06,1.6718e-06,3.513e-08,1.4517e-08,1.2981e-08,1.2976e-08,1.2974e-08,1.2974e-08,1.2974e-08,1.2974e-08,1.2974e-08,1.2974e-08,1.3173e-08,1.343e-08,4.3265e-08,1.1208e-07,0.00011294,1.9951e-05,3.6803e-05,5.6952e-05,1.1226e-06,3.0059e-06,0.00029184,0.00048831,7.9985e-05,3.7671e-05,0.0048954,0.0077221,0.0062506,0.03491,0.042948,0.043805,0.040239,0.050409,0.047739,0.024694,0.023718,0.013374,0.014965,0.7108,0.87859,0.86698,0.52411,0.26818,0.26234,0.26528,0.2657,0.26783,0.26134,0.25898,0.259,0.259,0.259,0.259,0.259,0.6021,0.68979,0.5107,0.43945,0.42556,0.41338,0.38744,0.38397,0.37235,0.068883,0.11094,0.098002,0.29045,0.29598,0.2952,0.22503,0.23985,0.1433,0.16007,0.15466,0.26639,0.23491
"KTG01608",0.0058478,0.00024428,0.00041426,0.00035846,3.2399e-05,3.8817e-05,0.23716,0.21205,0.19246,0.18311,0.18296,0.18296,0.18296,0.0031811,0.0012676,0.00014498,5.4171e-05,1.6381e-05,0.00022606,0.7519,0.95985,0.25112,0.32777,0.52175,0.30643,0.35496,0.39696,0.0332,0.041076,0.087008,0.095567,0.055754,0.066787,0.074104,0.0048998,0.008487,0.0066111,0.0197,0.011084,0.00074229,0.0001203,4.8083e-05,1.794e-05,1.0885e-05,8.7752e-06,1.1291e-05,1.2532e-05,NA,3.623e-06,3.8148e-08,2.2927e-09,7.8076e-06,8.1477e-06,3.8985e-05,6.4194e-05,9.9898e-05,1.3694e-05,7.6172e-06,5.4357e-06,7.7226e-06,7.4161e-06,7.5742e-06,7.5742e-06,7.5742e-06,7.5742e-06,7.5742e-06,7.5742e-06,6.261e-06,5.8218e-06,9.5531e-07,9.0076e-07,0.0010893,0.00099275,0.00056528,0.00078967,0.00013521,0.00024195,0.0022582,0.0031509,0.0010258,0.00054537,0.016196,0.02282,0.019405,0.074506,0.1041,0.089459,0.083533,0.11941,0.088582,0.056511,0.054725,0.034814,0.03743,0.58662,0.71065,0.73796,0.41285,0.19267,0.18646,0.18943,0.18866,0.19059,0.185,0.18297,0.18296,0.18296,0.18296,0.18296,0.18296,0.78926,0.84934,0.67784,0.5972,0.58148,0.56594,0.56931,0.53388,0.52032,0.11443,0.18533,0.1509,0.4226,0.43007,0.42564,0.34131,0.3544,0.26022,0.25479,0.21711,0.29651,0.39174
"XP_007235958",0.0048944,0.00013979,0.00031202,0.00021984,1.048e-05,1.3472e-05,0.23153,0.2065,0.187,0.1777,0.17756,0.17755,0.17755,0.0025573,0.00092594,7.4319e-05,2.1144e-05,3.8549e-06,0.00012742,0.7468,0.95178,0.20074,0.23514,0.51799,0.30148,0.34942,0.3904,0.030434,0.038136,0.082827,0.086756,0.052305,0.062904,0.070127,0.0040495,0.0071755,0.0056913,0.017671,0.0099462,0.0004798,5.953e-05,1.8071e-05,4.4423e-06,2.0129e-06,1.4003e-06,2.1364e-06,2.5238e-06,3.623e-06,NA,5.5387e-07,7.8617e-07,1.1413e-06,1.2336e-06,2.6155e-05,5.4954e-05,0.00010822,6.1708e-05,1.107e-06,5.3881e-07,1.0565e-06,1.0688e-06,1.0839e-06,1.0839e-06,1.0839e-06,1.0839e-06,1.0839e-06,1.0839e-06,9.5891e-07,7.966e-07,4.0632e-07,2.4539e-08,2.4635e-05,0.00032987,0.00072302,0.00096909,6.9247e-05,0.00012013,0.0017501,0.0025196,0.0007312,0.00046499,0.014384,0.020637,0.01743,0.07052,0.094417,0.085155,0.079348,0.10248,0.077189,0.052997,0.051264,0.032094,0.034951,0.56505,0.70763,0.71153,0.39776,0.18721,0.18104,0.18399,0.18322,0.18514,0.17958,0.17756,0.17755,0.17755,0.17755,0.17755,0.17755,0.77803,0.85889,0.67364,0.59315,0.5773,0.5646,0.58301,0.52932,0.51567,0.1044,0.17844,0.17884,0.41784,0.42485,0.4226,0.3365,0.35498,0.20319,0.25036,0.23167,0.34276,0.29965
"NP_571306",0.0043177,9.0566e-05,0.00021343,0.00015136,3.7094e-06,5.1982e-06,0.22779,0.20282,0.18338,0.17412,0.17398,0.17398,0.17398,0.0021512,0.00073644,4.3495e-05,9.3449e-06,8.7493e-07,8.1434e-05,0.75004,0.96682,0.22983,0.2774,0.51475,0.29801,0.34572,0.38708,0.028875,0.036084,0.080024,0.085307,0.049957,0.060601,0.067533,0.0035392,0.0064639,0.0050311,0.016409,0.0088441,0.00040751,3.3348e-05,7.6317e-06,1.077e-06,3.0251e-07,1.5687e-07,3.3537e-07,4.4843e-07,3.8148e-08,5.5387e-07,NA,1.7221e-11,1.0551e-07,1.2241e-07,2.0605e-06,4.913e-06,1.0532e-05,1.2243e-06,9.8624e-08,5.2517e-08,9.876e-08,9.1299e-08,9.502e-08,9.502e-08,9.502e-08,9.502e-08,9.502e-08,9.502e-08,6.6003e-08,5.7824e-08,9.5288e-10,3.6331e-09,0.00034126,0.00017781,0.00012617,0.00019165,3.9569e-05,7.9175e-05,0.0014574,0.002145,0.00057035,0.00029379,0.013266,0.019252,0.016169,0.06792,0.088489,0.082338,0.076612,0.10204,0.084441,0.050717,0.049021,0.030319,0.033013,0.56641,0.7056,0.71528,0.39654,0.18359,0.17744,0.18038,0.17962,0.18153,0.176,0.17398,0.17398,0.17398,0.17398,0.17398,0.17398,0.77866,0.85517,0.67161,0.59044,0.5745,0.55951,0.54431,0.52628,0.51255,0.113,0.17878,0.15062,0.4142,0.42136,0.41856,0.33258,0.34671,0.23778,0.2463,0.22237,0.32608,0.35951
"XP_013867485",0.0046907,0.00012117,0.00025513,0.00019428,7.5889e-06,9.9959e-06,0.23024,0.20523,0.18575,0.17647,0.17632,0.17632,0.17632,0.0023977,0.00085741,6.2405e-05,1.6315e-05,2.4791e-06,0.00010998,0.75028,0.96419,0.23566,0.29241,0.51654,0.30015,0.34814,0.38974,0.029969,0.037366,0.081827,0.088134,0.051451,0.062187,0.069229,0.0038688,0.0069665,0.0054139,0.017239,0.0094,0.00047966,4.9123e-05,1.3746e-05,2.8964e-06,1.1707e-06,7.624e-07,1.2556e-06,1.5321e-06,2.2927e-09,7.8617e-07,1.7221e-11,NA,5.9679e-07,6.5331e-07,6.3744e-06,1.2963e-05,2.4299e-05,2.853e-06,5.7073e-07,3.4575e-07,5.7615e-07,5.4296e-07,5.6e-07,5.6e-07,5.6e-07,5.6e-07,5.6e-07,5.6e-07,4.2306e-07,3.8002e-07,2.1055e-08,2.8287e-08,0.00048859,0.00033386,0.00021714,0.00031981,5.7233e-05,0.00011119,0.0016453,0.0023845,0.00067278,0.00034788,0.014002,0.020154,0.016984,0.06962,0.093079,0.08418,0.078401,0.10709,0.085146,0.052206,0.050486,0.031464,0.034124,0.5726,0.70693,0.72244,0.40131,0.18596,0.1798,0.18274,0.18198,0.18389,0.17835,0.17633,0.17632,0.17632,0.17632,0.17632,0.17632,0.7819,0.85306,0.6733,0.59222,0.57634,0.56119,0.55268,0.52828,0.5146,0.11272,0.18026,0.15046,0.41638,0.42365,0.42031,0.33483,0.34869,0.24389,0.24846,0.22001,0.3155,0.36849
"KTF87868",0.0047936,8.7167e-05,0.00025938,0.0001193,1.9335e-06,3.037e-06,0.20623,0.18167,0.16268,0.15369,0.15355,0.15354,0.15354,0.0013687,0.00041239,1.3231e-05,2.9271e-06,1.5888e-08,4.0016e-05,0.79082,0.9842,0.23209,0.25021,0.54719,0.32087,0.37017,0.41244,0.032069,0.039831,0.087807,0.089894,0.055022,0.066753,0.074196,0.0039237,0.0070981,0.0056867,0.018213,0.009935,0.00045367,2.9115e-05,4.9942e-06,2.9527e-07,2.0214e-08,1.7743e-09,6.4354e-10,2.1217e-09,7.8076e-06,1.1413e-06,1.0551e-07,5.9679e-07,NA,1.0234e-12,2.9301e-08,1.8145e-07,7.9621e-07,6.5828e-07,1.7695e-11,2.4722e-12,4.3521e-13,4.3165e-13,4.2988e-13,4.2988e-13,4.2988e-13,4.2988e-13,4.2988e-13,4.2988e-13,5.7954e-13,8.1757e-13,9.1324e-10,9.5126e-09,8.9321e-05,1.3104e-05,2.6009e-05,4.2088e-05,1.1811e-05,2.3989e-05,0.00089284,0.0013768,0.00030739,0.00016658,0.010022,0.01496,0.012421,0.057074,0.06823,0.069924,0.064808,0.078853,0.074586,0.041915,0.040433,0.024306,0.026852,0.58452,0.74284,0.73216,0.41476,0.19835,0.19214,0.19512,0.19442,0.19636,0.19071,0.18864,0.18864,0.18864,0.18864,0.18864,0.18864,0.72982,0.82291,0.63084,0.55192,0.53634,0.52263,0.49068,0.48933,0.476,0.10388,0.16048,0.14227,0.3813,0.38778,0.38688,0.30336,0.31899,0.1993,0.2223,0.21482,0.34317,0.30468
"XP_009296026-02382",0.0049551,9.6186e-05,0.00027475,9.0366e-05,2.2251e-06,3.4503e-06,0.19874,0.17585,0.15675,0.15222,0.15157,0.15163,0.15164,0.0013326,0.00040024,1.2681e-05,5.4527e-06,1.6241e-08,3.0863e-05,0.79592,0.97953,0.23277,0.25401,0.55165,0.32304,0.37385,0.41636,0.032871,0.040505,0.08929,0.091729,0.056056,0.068046,0.075388,0.0040615,0.0073182,0.0059485,0.01865,0.010221,0.00043832,3.1808e-05,5.6454e-06,3.6479e-07,2.9359e-08,3.5067e-09,8.1579e-10,2.216e-09,8.1477e-06,1.2336e-06,1.2241e-07,6.5331e-07,1.0234e-12,NA,3.6185e-08,2.0571e-07,8.6396e-07,7.1712e-07,7.9674e-11,2.4713e-11,1.1146e-11,1.1104e-11,1.1085e-11,1.1085e-11,1.1085e-11,1.1085e-11,1.1085e-11,1.1085e-11,1.2503e-11,1.4505e-11,1.5849e-09,1.2778e-08,9.1331e-05,1.3596e-05,2.677e-05,4.3147e-05,1.1318e-05,2.3022e-05,0.00086556,0.0013381,0.00029721,0.00016074,0.0098068,0.014659,0.012163,0.056177,0.06722,0.068872,0.063816,0.077711,0.073522,0.041214,0.039751,0.023856,0.026364,0.58916,0.74787,0.73716,0.41874,0.20093,0.19467,0.19766,0.19688,0.19883,0.1932,0.19115,0.19114,0.19114,0.19114,0.19114,0.19114,0.72496,0.81787,0.62625,0.5476,0.53209,0.51843,0.48681,0.48528,0.472,0.10248,0.15855,0.14055,0.37778,0.38422,0.38334,0.30031,0.31607,0.19718,0.21982,0.2124,0.34005,0.30188
"KTF95438",0.0041477,7.8124e-05,0.0002409,0.00013351,2.4849e-06,3.6244e-06,0.22663,0.20167,0.18226,0.17301,0.17287,0.17287,0.17287,0.002005,0.0006833,3.6108e-05,6.9197e-06,4.6507e-07,6.9893e-05,0.75639,0.98785,0.22623,0.2352,0.51501,0.29872,0.34456,0.38458,0.028567,0.035336,0.079252,0.080248,0.049151,0.06007,0.066736,0.0033893,0.0061344,0.0049636,0.016001,0.0085927,0.00043954,2.7615e-05,5.5648e-06,5.8748e-07,1.2397e-07,5.1517e-08,1.4139e-07,2.0807e-07,3.8985e-05,2.6155e-05,2.0605e-06,6.3744e-06,2.9301e-08,3.6185e-08,NA,7.0608e-12,1.0045e-09,3.3396e-08,2.7779e-08,7.2938e-08,2.6551e-08,2.5917e-08,2.5332e-08,2.5332e-08,2.5332e-08,2.5332e-08,2.5332e-08,2.5332e-08,3.123e-08,4.192e-08,2.5053e-07,1.5228e-06,0.00031265,1.5506e-06,1.0404e-06,2.2325e-06,3.2886e-05,5.5225e-05,0.0013734,0.0020411,0.00052568,0.000298,0.012903,0.018832,0.015805,0.06712,0.073516,0.08147,0.07577,0.087418,0.094333,0.050018,0.048334,0.029817,0.032882,0.54517,0.70497,0.68694,0.38405,0.18247,0.17633,0.17926,0.1785,0.18041,0.17489,0.17288,0.17287,0.17287,0.17287,0.17287,0.17287,0.76759,0.86806,0.66988,0.58959,0.57363,0.55877,0.49559,0.52532,0.51158,0.13007,0.18398,0.15183,0.41369,0.42027,0.42007,0.33234,0.34589,0.23532,0.24658,0.24428,0.39,0.35359
"KTF91743",0.004414,9.8031e-05,0.00028775,0.00016195,4.5469e-06,6.253e-06,0.22843,0.20345,0.184,0.17474,0.1746,0.17459,0.17459,0.0021655,0.00076709,4.8018e-05,1.0921e-05,1.1885e-06,8.8377e-05,0.75857,0.99206,0.23216,0.2386,0.51662,0.30077,0.34635,0.38622,0.029431,0.036222,0.080595,0.081333,0.050209,0.061301,0.067977,0.0036241,0.0064647,0.0052711,0.016596,0.0089837,0.0005179,3.7617e-05,9.0388e-06,1.4185e-06,4.5623e-07,2.5606e-07,4.9948e-07,6.5742e-07,6.4194e-05,5.4954e-05,4.913e-06,1.2963e-05,1.8145e-07,2.0571e-07,7.0608e-12,NA,9.0941e-12,2.6145e-08,1.7619e-07,3.7737e-07,1.7289e-07,1.6952e-07,1.6667e-07,1.6667e-07,1.6667e-07,1.6667e-07,1.6667e-07,1.6667e-07,1.945e-07,2.4409e-07,9.2497e-07,4.4597e-06,0.00047088,1.0029e-06,2.574e-07,6.5316e-07,4.4045e-05,6.9946e-05,0.0015054,0.0022117,0.00059621,0.00034307,0.013429,0.019487,0.0164,0.068365,0.073081,0.082821,0.077082,0.087747,0.098392,0.051107,0.049405,0.03066,0.033801,0.54503,0.70595,0.68584,0.38492,0.18422,0.17806,0.181,0.18024,0.18215,0.17662,0.1746,0.17459,0.17459,0.17459,0.17459,0.17459,0.76755,0.86954,0.67089,0.59091,0.57499,0.5599,0.4879,0.5268,0.51309,0.13537,0.18692,0.1507,0.41544,0.42196,0.42196,0.33421,0.34713,0.24216,0.24851,0.24782,0.39703,0.36343
"KTG44324",0.0047769,0.00012888,0.00035426,0.0002049,8.7409e-06,1.1388e-05,0.23079,0.20577,0.18628,0.17699,0.17685,0.17685,0.17685,0.0023892,0.00088618,6.7305e-05,1.8266e-05,3.0133e-06,0.00011719,0.76102,0.99633,0.23975,0.24458,0.51866,0.30335,0.34869,0.38841,0.030566,0.037402,0.082354,0.082948,0.051609,0.062908,0.069611,0.0039452,0.0069166,0.0056829,0.017392,0.0095103,0.00062829,5.4081e-05,1.5543e-05,3.4443e-06,1.4905e-06,1.0002e-06,1.5895e-06,1.9413e-06,9.9898e-05,0.00010822,1.0532e-05,2.4299e-05,7.9621e-07,8.6396e-07,1.0045e-09,9.0941e-12,NA,2.8941e-08,7.8187e-07,1.4549e-06,7.775e-07,7.632e-07,7.5368e-07,7.5368e-07,7.5368e-07,7.5368e-07,7.5368e-07,7.5368e-07,8.4517e-07,1.0155e-06,2.7795e-06,1.1312e-05,0.00073708,9.6e-07,4.4113e-08,1.4783e-07,6.2203e-05,9.3729e-05,0.0016895,0.0024473,0.00069727,0.000407,0.014134,0.020359,0.017192,0.070003,0.0732,0.084595,0.078804,0.0888,0.10311,0.052542,0.050817,0.031775,0.034995,0.54581,0.70723,0.68572,0.38658,0.1865,0.18033,0.18327,0.18251,0.18442,0.17887,0.17685,0.17685,0.17685,0.17685,0.17685,0.17685,0.76801,0.87083,0.67225,0.59262,0.57675,0.56138,0.48061,0.52872,0.51505,0.14131,0.1904,0.14937,0.41769,0.42416,0.4243,0.3366,0.34877,0.25084,0.25096,0.25133,0.40297,0.37592
"KTF74609",0.0047193,0.00012371,0.00030343,0.00019778,7.9604e-06,1.0446e-05,0.23042,0.20541,0.18593,0.17664,0.1765,0.1765,0.1765,0.0023641,0.00086694,6.4011e-05,1.6949e-05,2.6491e-06,0.00011235,0.7589,0.99034,0.25294,0.28264,0.51766,0.30208,0.34832,0.3889,0.030332,0.037259,0.082027,0.085413,0.051419,0.062598,0.069356,0.0038942,0.006916,0.0055395,0.017282,0.0093425,0.00058779,5.0903e-05,1.4341e-05,3.0513e-06,1.2713e-06,8.3646e-07,1.3605e-06,1.6718e-06,1.3694e-05,6.1708e-05,1.2243e-06,2.853e-06,6.5828e-07,7.1712e-07,3.3396e-08,2.6145e-08,2.8941e-08,NA,6.3872e-07,9.7247e-07,6.5379e-07,6.162e-07,6.2009e-07,6.2009e-07,6.2009e-07,6.2009e-07,6.2009e-07,6.2009e-07,5.8878e-07,6.8175e-07,6.3256e-07,4.1476e-06,0.001236,2.4068e-05,1.5438e-06,3.3815e-06,5.8706e-05,9.9979e-05,0.00166,0.0024067,0.00068088,0.00035356,0.014039,0.020222,0.017058,0.069747,0.079287,0.084319,0.078536,0.096599,0.10055,0.052318,0.050597,0.031578,0.03454,0.55782,0.70703,0.70225,0.39312,0.18614,0.17997,0.18292,0.18216,0.18407,0.17852,0.1765,0.1765,0.1765,0.1765,0.1765,0.1765,0.77426,0.86273,0.67266,0.59235,0.57648,0.56025,0.4935,0.52843,0.51475,0.1352,0.18799,0.13993,0.41698,0.42382,0.42238,0.33568,0.34666,0.26562,0.24971,0.23633,0.36189,0.40204
"XP_005166855",0.003223,4.0161e-05,0.00013507,9.017e-05,4.5954e-07,8.0328e-07,0.23537,0.21218,0.19198,0.18274,0.1826,0.1826,0.1826,0.0021653,0.0007185,3.305e-05,3.9225e-06,1.46e-07,5.881e-05,0.72421,0.94623,0.19927,0.21746,0.48975,0.27928,0.32385,0.36309,0.024434,0.030729,0.070898,0.072922,0.043257,0.053074,0.059336,0.0025995,0.0049076,0.0038763,0.013399,0.0070279,0.000253,1.1489e-05,1.4576e-06,4.1138e-08,9.2893e-10,1.4083e-11,1.6654e-08,3.513e-08,7.6172e-06,1.107e-06,9.8624e-08,5.7073e-07,1.7695e-11,7.9674e-11,2.7779e-08,1.7619e-07,7.8187e-07,6.3872e-07,NA,7.6117e-13,5.4179e-14,5.2403e-14,5.2403e-14,5.2403e-14,5.2403e-14,5.2403e-14,5.2403e-14,5.2403e-14,8.3711e-14,1.4611e-13,7.2932e-10,8.4672e-09,8.91e-05,1.3094e-05,2.5898e-05,4.1956e-05,3.0046e-05,5.5624e-05,0.0014591,0.0021745,0.00054752,0.00031371,0.013864,0.02021,0.016965,0.071531,0.084197,0.08668,0.080667,0.096955,0.092042,0.053414,0.051629,0.031927,0.035073,0.52544,0.67752,0.66749,0.36532,0.16752,0.16169,0.16434,0.16486,0.1668,0.16139,0.15891,0.15893,0.15893,0.15893,0.15893,0.15893,0.79662,0.89147,0.69462,0.61247,0.59616,0.58179,0.54574,0.54676,0.53288,0.12579,0.19048,0.16806,0.43199,0.43894,0.43795,0.34799,0.36211,0.23222,0.25974,0.2506,0.38769,0.34496
"AAI62793",0.0038034,5.5872e-05,0.00017542,0.00010073,8.7914e-07,1.4529e-06,0.22418,0.19927,0.1799,0.17068,0.17054,0.17054,0.17054,0.0018166,0.0005799,2.3484e-05,3.3119e-06,6.9486e-08,4.9375e-05,0.75016,0.97212,0.21082,0.23114,0.5125,0.29531,0.34214,0.38269,0.027317,0.034228,0.077428,0.07965,0.047788,0.058315,0.065069,0.0030871,0.0057292,0.0045379,0.01522,0.0081225,0.00031895,1.718e-05,2.516e-06,1.0509e-07,4.3971e-09,2.1125e-10,6.1481e-09,1.4517e-08,5.4357e-06,5.3881e-07,5.2517e-08,3.4575e-07,2.4722e-12,2.4713e-11,7.2938e-08,3.7737e-07,1.4549e-06,9.7247e-07,7.6117e-13,NA,7.9492e-14,7.7049e-14,9.3037e-14,9.3037e-14,9.3037e-14,9.3037e-14,9.3037e-14,9.3037e-14,2.0872e-14,1.3323e-15,1.6542e-10,1.7293e-09,7.7536e-05,1.9279e-05,3.8193e-05,6.043e-05,2.1157e-05,4.1169e-05,0.0012071,0.0018229,0.00043941,0.00024609,0.012216,0.017965,0.015017,0.06545,0.078778,0.079655,0.074009,0.09024,0.083289,0.048562,0.046901,0.028687,0.031557,0.55025,0.70363,0.69511,0.3856,0.18011,0.17399,0.17691,0.17615,0.17805,0.17255,0.17055,0.17054,0.17054,0.17054,0.17054,0.17054,0.77019,0.86286,0.66876,0.5878,0.57178,0.55775,0.52876,0.52332,0.50953,0.11476,0.17722,0.15866,0.41118,0.41797,0.41687,0.32958,0.34525,0.21697,0.24362,0.2341,0.36447,0.32583
"CDQ63224",0.0037938,5.5312e-05,0.00017719,9.9886e-05,8.4906e-07,1.4099e-06,0.22411,0.1992,0.17984,0.17062,0.17047,0.17047,0.17047,0.0018072,0.00057712,2.3177e-05,3.2348e-06,6.4591e-08,4.886e-05,0.75082,0.97423,0.21167,0.22958,0.51253,0.29539,0.34207,0.38253,0.027308,0.034178,0.077383,0.079332,0.047736,0.058292,0.065022,0.0030787,0.0057097,0.0045351,0.015196,0.0081019,0.00032284,1.6953e-05,2.4534e-06,9.8254e-08,3.733e-09,1.409e-10,5.2988e-09,1.2981e-08,7.7226e-06,1.0565e-06,9.876e-08,5.7615e-07,4.3521e-13,1.1146e-11,2.6551e-08,1.7289e-07,7.775e-07,6.5379e-07,5.4179e-14,7.9492e-14,NA,0,0,0,0,0,0,0,2.2204e-16,1.7764e-15,6.4369e-10,7.6251e-09,8.5833e-05,1.2741e-05,2.5957e-05,4.203e-05,2.0875e-05,4.0066e-05,0.0012025,0.0018173,0.0004371,0.00024528,0.012194,0.017941,0.014996,0.065403,0.077583,0.079603,0.073959,0.089256,0.08437,0.04852,0.04686,0.028657,0.031553,0.54879,0.70359,0.69316,0.38475,0.18005,0.17392,0.17685,0.17609,0.17799,0.17248,0.17048,0.17047,0.17047,0.17047,0.17047,0.17047,0.76943,0.86375,0.66865,0.58775,0.57173,0.55763,0.52388,0.52326,0.50947,0.11644,0.17776,0.15796,0.41115,0.41791,0.41699,0.32957,0.34505,0.21809,0.24364,0.2356,0.36897,0.32754
